text,binary,multiclass
"bueno, a rezar para no amanecer con ojos inchados 😻",Hope,Generalized Hope
"#USER# Yo fui, creo recordar que por el techo había una especie de submarino/tren eléctrico que recorría todo el restaurante? Recuerdo que todas las ventanas eran escotillas y las puertas decoradas también como escotillas.",Not Hope,Not Hope
"..que la vida te devuelve la esperanza con personas maravillosas del dolor que causaron otras, que se puede soñar despierto aún cuando todo alrededor sea ruidoso, que hasta el detalle más insignificante adquiere importancia cuando lo hace la persona correcta..  ❤️",Hope,Generalized Hope
"Y de repente, ¡la lista de afirmaciones incorrectas de Vor ha completado otra vuelta alrededor del universo! La zona que estaba literalmente saturada de misiles de crucero estaba escasamente poblada. Los mandos militares se quejaron de ""golpear tiendas vacías con misiles de crucero de varios millones de dólares"". ¿De repente te preocupa matar civiles inocentes? En serio, no tienes problema cuando las políticas de Bush matan a unos pocos miles, pero en el instante en que el lanzamiento masivo de misiles de crucero de Clinton contra terroristas mata a un inocente, te lanzas sobre él. Hablando de enorme hipocresía. Te quejas de que Clinton no hace nada, y luego te quejas cuando sus ataques contra el terrorismo causan daños colaterales. En serio, busca algo de terapia y algo de educación.",Not Hope,Sarcasm
"Vamos, todo el mundo sabe que las uzi se usan para cazar y practicar tiro al blanco. [Por cierto, si estabas apuntando al francés es ""liberté"", pero a quién le importa.]",Not Hope,Sarcasm
#USER# #USER# Qué razón tienes. A mi me preguntaban mis vecinas que por qué no aplaudía. Salían a la ventana a controlar quien no lo hacía. Qué se puede esperar de habitantes de un país con ese grado de borreguismo? Pues lo que tenemos.,Not Hope,Not Hope
"Este año hace 10 años que viví mi primer y único Eurovisión in situ. Aquel Malmö 2013 queda lejísimos ya, y como eurofan es una experiencia que ansío volver a repetir. Pero es que las facturas y las letras no se pagan solas... y me conviene guardar la carterita.",Not Hope,Not Hope
"RT #USER# deseando que sus vidas estén llenas de felicidad. Aunque solo puede apoyar desde lejos, los seguirá apoyando.",Hope,Generalized Hope
esa le dedico a ella q espere siglos para verla en argentina y la yegua no viene #URL#,Hope,Unrealistic Hope
Espere que ella no sea de tu agrado y regreses a mi,Hope,Generalized Hope
"Tuve que esperar un mes para la programación de las clases prácticas y una vez obtuve la certificación, recorrí todo el dpto del Atlántico buscando uno que me expidiera la licencia porque no en Galapa, puerto Colombia, Barranquilla y soledad tenían sistema.",Not Hope,Not Hope
#USER# Tranquilidad por la seguridad q se está viviendo en estos momentos y esperando que sea para siempre ..,Hope,Generalized Hope
"#USER# Santa Fe, la mezquitera, corralillos, cuchillas, la paz y demás.  Ojala esa fuera la realidad, pero no creo que esté dentro de tu agenda.  @EnriqueAlfaroR @TransporteJal @MonrazDiego",Hope,Unrealistic Hope
"#USER# Wao!!   Bendiciones, un hermoso bebé.  Yo ansío la hora de conocer a mi primer nieto o nieta...  Fácilmente se lo quito a mi hijo o hija que me dé el primero... Y lo crío yo.  Espero que Dios me de esa oportunidad.  Felicidades 🎉",Hope,Realistic Hope
Cómo adoro la hermosura de la destrucción y anhelo el día donde finalmente eso me asesine.,Hope,Unrealistic Hope
"#USER# Same. Cura de sueño urgente. De esas que no sabés ni como te llamas, donde estás, y te despertás con toda la cara entumecida.",Not Hope,Not Hope
"#USER# Para mi el inglés es la llave que abre todas las puertas. Es oportunidad, jerarquía y te da ese valor agregado. Es algo fantástico que te permite llegar a donde quieras. Si sabes inglés, tienes oro.",Not Hope,Not Hope
#USER# #USER# Ojala que su esposo este DEVOLVIENDO el REACTIVA Peru porque parece mas regalo que prestamo ES POR ESO QUE CASUALMENTE JULIANA NO INVESTIGA ESO HAY EMPRESAS QUE LES DIERON EL REACTIVA PERU Y NO DEVUELVEN NADA Y ES PLATA DE TODOS LOS PERUANOS,Hope,Realistic Hope
Tengo un vinito en la nevera que ansío tomarme este fds 😌🤗,Not Hope,Not Hope
"#USER# no señor usted no puede dejar órdenes ni ningún tipo de tarea, consejo, guía,ni nada al nuevo gobierno. Por el contrario, espere ser juzgado y encarcelado por tanto daño a este hermoso país. Y que esto se extienda a sus hijos también. #URL#",Not Hope,Not Hope
#USER# #USER# les llego a rezar a los dos si se ganan a mami mae,Hope,Generalized Hope
Cabe resaltar el ojo ya tiene olor ya es un órgano muerto y simplemente me dicen que debo esperar total ya espere casi 5 meses...,Not Hope,Not Hope
Esperando ese momento por que ya sufro mucho con ellas. #URL#,Hope,Unrealistic Hope
#Cultura | 'Circlassica. El sueño de Miliki' llega esta semana a León  https://t.co/a0IWa7Qnqa #URL#,Hope,Generalized Hope
#USER# Te abrazo con todo y tus ganas de desaparecer. Deseo que encuentres la motivación para estar presente y seguir adelante.,Hope,Generalized Hope
"Hace 10 años el cáncer libró a la huamanidad de Hugo Chávez Frías, hoy Colombia tiene dos congresistas con el mismo mal, uno es guerrillero y el otro aúlico de guerrilleros, ojalá el cancer sea también benébolo con nuestra patria. AMÉN. Pido cadena de oración.",Hope,Realistic Hope
"porque le cae mal, le tiene envidia o evidencia sus inseguridades, pues no creo que sea una persona muy sana mentalmente y eventualmente la vida se los va demostrando Y ya es todo",Not Hope,Not Hope
"
Rápida objeción a la analogía de la película: esa analogía tiene sentido cuando dios toma el papel del observador, como podrías hacerlo tú en una película. pero, ¿y si él escribió el guion? él escribió todos tus diálogos y tú interpretaste tu papel a la perfección. luego se sienta a verlo. claro, ahí sí hay libre albedrío...",Not Hope,Sarcasm
"#DeBocaenBoca | #IvanaFux desde Santa Fe. #USER# se refirió al conflicto docente y ratificó una nueva propuesta: ""Lamentablemente cuando se toman este tipo de decisiones de paro y paro, impiden reunirnos. Ojalá lleguemos a un acuerdo y tengamos continuidad de clases""",Hope,Realistic Hope
Mira que dormí bastante bien anoche e igual me estoy muriendo de sueño😴😴,Not Hope,Not Hope
RT #USER# mi sueño más cornudo es hacer un buzo de esto #URL#,Hope,Unrealistic Hope
Le pifie al ciclo de sueño y ahora no me quiero levantar  😵‍💫🙃,Not Hope,Not Hope
#USER# Veo esta imagen y me da felicidad y esperanza.. Me parece maravilloso,Hope,Generalized Hope
Porque tuve ese sueño? Será otra señal ? Ya me levante re bajón,Not Hope,Not Hope
"Cumple tu sueño y da el primer paso como entrenador de fútbol con el curso de Técnico Deportivo Nivel 1, 2 y 3 de #acadef   🚨 Plazo abierto para el intensivo Primavera / Verano🚨 #URL#",Not Hope,Not Hope
#USER# #USER# Ojala !  Yo creo que el mundial estara decidido en septiembre.,Hope,Realistic Hope
Creo que al paso que voy me va a explotar una neurona,Hope,Unrealistic Hope
"RT #USER# Tu verdadero yo, está oculto bajo todas esas capas de tristeza… Levanta, vales más que todo eso, yo creo en ti.",Not Hope,Not Hope
Hola #USER#   cuando van poner cajas autoservicio o una sola fila como las demás cadenas de supermecado en la sucursal 43 de boedo- Un desastre . Mas de una esperando para pagar. VERGUENZA,Not Hope,Not Hope
#USER# X2 desearía conocerla en persona algún día cuando la vea por las calles. Es una excelente diputada 😍😍😍,Hope,Realistic Hope
#USER# Gracias Gracias Gracias 🥹😍❤️ tengo demasiada ilusión que así será 🫶 15 años esperando cumplir este sueño ❤️✨,Hope,Generalized Hope
"De verdad es que ya era hora de que Fernando Alonso tuviera la suerte de encontrar un buen coche, porque su carrera deportiva ha sido realmente penosa entre unas cosas y otras. Mercedes y Ferrari le van a recortar rendimiento de aquí al final de temporada, pero creo que",Not Hope,Not Hope
"Esperar? Nunca espere jahsgsjakahsgsgw  Nunca olvidar cuando había una fila del culooo en Biggie abajo de Arsenal y mis amigos ""Bueno Julieta es hora que uses tus poderes de paraguaya corrupta"" le mostré mi tarjeta al guardia y pasé y la gente se puso a silvar y gritar atîrõ lgm. #URL#",Not Hope,Not Hope
"#USER# #USER# Q harto me haz hecho pensar …  quizás es terrible para los q quedamos. Pero para el es una vida entera. 5, 3, 30 años. Ya hicieron todo y el ya paso por todo. Ahora q disfrute, reagaloneenlo, huélanlo, mírenlo mucho. Rían y hagan todo lo q se les ocurra. Les deseo mucho amor",Hope,Generalized Hope
Quiero twitear algo pero siento que alumbrarlo será mufa... mejor no decir nada y esperar....,Not Hope,Not Hope
"¿O tal vez sí lo sean? ¿Podría ser que este individuo enfermo y pervertido sea el portavoz del llamado ""movimiento gay""?",Hope,Sarcasm
#USER# Excelente trabajo el de anoche ojalá y te dejen . Y es mejor que sigan peleando entre ellos para que Madison pueda ganar 🇵🇷🦋🌺,Hope,Generalized Hope
"No estoy muy seguro de qué contestarle a la gente cuando me dice que va a rezar por mi además de gracias. Mi papá hasta tiene sus custom prayers, pero se la pasa diciéndome que dios me cuide y lo único que se me ocurre es que hubiera estado bien que me cuidara el sábado. 🤣",Not Hope,Not Hope
#USER# No te he visto muy activa amistad 😭 ojalá te den uno pronto,Hope,Generalized Hope
Quiero que me cambien este Deco urgentemente o doy ya de baja esta porquería. El técnico buena onda pero me informa que no funciona el sistema. Siempre el mismo verso  Quiero que me lo RESUELVAN HOY MISMO. VINIERON  PARA DEJAR TODO PEOR QUE ANTES PARA ESO TUVE QUE ESPERAR 15 dias,Not Hope,Not Hope
"Todo listo para recibiros en el stand 4C03E de #USER# donde estaremos hasta el 8 de marzo deseando conoceros, en el #USER# 2023  Ven a conocer los mejores productos de nuestra tierra  #meatattraction2023 #meatattraction #ibericos #ibericosBrisa #tierradesabor #jamon #URL#",Hope,Generalized Hope
#USER# Si es con Fecode lo único que fortalece es su deseo de más prebendas con menos trabajo,Not Hope,Not Hope
#USER# hermana voy a rezar por vos ahre que yo paso por la noria con el bondi también ajsjajJajajaja,Hope,Generalized Hope
"Esperando a que sea mañana para ver las fotos de todas las que te dicen ""de mujer a mujer"" cuando te tienen que contar que se comieron a tu novio, después que se lo comieron. Antes no porque primero se prueba después somos hermanas unidas",Not Hope,Not Hope
REZA AHORA esta Oración Oración POR LA PAZ DEL MUNDO (es muy necesario)  #rezar #orar #iglesiacatolica #oracion #cristianos #paz #lapazdelmundo #URL#,Hope,Generalized Hope
"Deseo que mi futura novia me de esto como regalo, no acepto menos. 💗 #URL#",Hope,Unrealistic Hope
Desearía que al menos la mitad de mis compañeros dejen de respirar,Not Hope,Not Hope
Niels Bohr imaginó el primer modelo atómico en un sueño #URL#,Not Hope,Not Hope
"En estos audios también se puede comprobar como usaba una red de bots para atacar a quienes lo criticaban, con la empresa de Alejandro De Pedro que contrató también Esperanza Aguirre, también usó bots para apoyar su proyecto fallido de la SuperLiga. https://t.co/enuf0dfQJO",Not Hope,Not Hope
"#USER# Usted no se espere. Disfrute desde ahora, desde siempre.",Hope,Generalized Hope
"RT #USER# #USER#  Y nosotros seguimos viendo a quien poner,    le deseo lo mejor a DC04 #URL#",Hope,Generalized Hope
"Digo, mientras no hay ni fechas confirmadas, pero arrriba la esperanza.",Hope,Generalized Hope
"Las tendencias. si está bien actuar según una 'tendencia', puede depender de si el resultado de esa actividad es favorable o no. tenemos muchas más tendencias, como la amabilidad, la generosidad, el juego. esas son buenas. ¿por qué metiste 'homosexualidad, violencia, abuso de alcohol/sustancias' en el mismo saco? los dos últimos son cosas mayormente malas, pero 'una de esas cosas no es como las otras'. la homosexualidad es tan buena o mala como tener ojos azules o ser zurdo. todos tenemos una 'tendencia' hacia el comportamiento sexual que se alinea con nuestra orientación sexual. los heterosexuales 'tienden' a querer hacerlo con el sexo opuesto y los homosexuales con el mismo sexo. no estoy seguro de entender tu punto aquí.",Not Hope,Sarcasm
#USER# si la mejor enseñanza que nos dejó el presidente Petro fue esta.... Que podemos esperar de sus copartidarios.🫣 #URL# #URL#,Not Hope,Not Hope
A queeeee santo le tengo que rezar ? Diomio 😍 una buena nomas te pido yisuss,Not Hope,Not Hope
"#USER# Que va, ojalá jaja pero no está nominado para finalista",Hope,Generalized Hope
"#USER# Ojalá fuesen así de "" fuertes"" con la delincuencia.",Hope,Unrealistic Hope
"No logré conciliar el sueño en toda la noche y ya son las 10am. Sinceramente no sé si intentar dormir o fingir demencia, seguir de largo y dormirme temprano hoy a la noche.",Not Hope,Not Hope
"Dado que te encanta tanto reportar ataques personales al moderador, ¿quizás alguien debería devolver el favor? emoticonoXRodandolosojos",Not Hope,Sarcasm
Lo mejor de esperar siempre lo peor es que cuando pasa no te pega tanto   Lo malo es que quedas como un cínico o un insensible #URL#,Not Hope,Not Hope
"Los científicos están haciendo ciencia, mucha ciencia. Por ejemplo, revisa el número de agosto de 2007 de Evolución. Por otro lado, los defensores del Diseño Inteligente no producen nada, no hacen trabajo de laboratorio, solo insisten y sermonean contra la evolución. Como dice el artículo, ""sus apasionadas diatribas prácticamente publicitan el programa al que atacan. La gente debe luchar por algo que quiere lograr, no simplemente rechazar un mal, por muy malo que sea. Ese zapato les queda perfecto a ustedes, WW, no a nosotros.""",Not Hope,Sarcasm
"#USER# que bueno que se fue a la playa, desearia estar en la playa comiendo, bebiendo escribiendo sin preocupaciones de no tener dinero.",Not Hope,Not Hope
"#USER# Le tengo un poquito de fe 😂 A rezar que no esté adelantado , que no se tire y que apunte bien 😁",Not Hope,Not Hope
#USER# Saludos. Envié nuevamente  a la zonal de Cuenca justo el 2 de febrero y me respondieron a los 8 días que espere  hasta cuando se pronuncie la secretaría de desarrollo profesional. Espero que la Sra. Ministra cumpla con su palabra de equiparar a los docentes perjudicados.,Hope,Realistic Hope
Acá esperando que la obra social se digne a responderme!,Not Hope,Not Hope
"#USER# Pues yo deseando pasearme por su calle en Granada, que se tapa de putamadre.",Hope,Realistic Hope
"Lit la frase: El rechazo protege o así se traduce. Es MUY cierta, que se vayan alv los hombres. Literalmente no conozco un hombre k no lastime. Estoy deseando saber como se les regresan las cosas.",Hope,Generalized Hope
"#USER# A ver besa manos, ya sabemos que eres estúpido; pero creo que no necesitas decirlo a los cuatro vientos lacra.",Not Hope,Not Hope
"#USER# detenía, el pecho le comenzó a doler y los oídos a pitar. Volvió los obsidiana cristalizados hacia Dumbledore y la copa, deseando que todo terminase, que Belyaev fuese escogido para poder irse no sólo de ahí sino regresar cuanto antes a su casa aunque con ello perdiese el año.",Hope,Unrealistic Hope
